user_id,age,gender,occupation,daily_screen_time_hours,phone_usage_before_sleep_minutes,sleep_duration_hours,sleep_quality_score,stress_level,caffeine_intake_cups,physical_activity_minutes,notifications_received_per_day,mental_fatigue_score,screen_time_bin,age_group,screen_to_sleep_ratio,pre_sleep_phone_pct,notif_per_screen_hour,digital_load_hours,stress_fatigue_index,wellness_score,sleep_deficit_hours,is_heavy_user,phone_before_sleep_flag,short_sleeper,high_stress_flag,sedentary_flag,log_daily_screen_time_hours,log_phone_usage_before_sleep_minutes,log_notifications_received_per_day,log_physical_activity_minutes,screen_x_caffeine,presleep_x_stress,activity_x_sleep_quality,screen_time_sq,presleep_phone_sq,notifications_sq,gender_encoded,occ_Doctor,occ_Freelancer,occ_Manager,occ_Researcher,occ_Software Engineer,occ_Student,occ_Teacher
9079,21,Other,Student,7.42,59,6.2,5.03,10.0,1,117,142,10.0,6-8h,≤25 ans,1.1968,15.86,19.14,8.403,10.0,-3.02,1.8,1,1,0,1,0,2.1306,4.0943,4.9628,4.7707,7.42,590.0,588.51,55.0564,3481,20164,,False,False,False,False,False,True,False
9080,28,Female,Freelancer,8.25,116,8.95,3.1,10.0,2,63,294,10.0,> 8h,26-35 ans,0.9218,21.6,35.64,10.183,10.0,-5.85,0.0,1,1,0,1,0,2.2246,4.7622,5.687,4.1589,16.5,1160.0,195.3,68.0625,13456,86436,1.0,False,True,False,False,False,False,False
9081,30,Female,Teacher,5.78,54,8.21,5.83,7.3,4,115,209,7.26,4-6h,26-35 ans,0.704,10.96,36.16,6.68,7.28,0.447,0.0,0,1,0,1,0,1.914,4.0073,5.3471,4.7536,23.12,394.2,670.45,33.4084,2916,43681,1.0,False,False,False,False,False,False,True
9082,26,Male,Doctor,2.13,51,5.08,7.88,3.04,0,99,35,1.71,2-4h,26-35 ans,0.4193,16.73,16.43,2.98,2.375,6.49,2.92,0,1,1,0,0,1.141,3.9512,3.5835,4.6052,0.0,155.04,780.12,4.5369,2601,1225,0.0,True,False,False,False,False,False,False
9083,21,Female,Designer,5.84,24,6.28,7.85,7.06,3,77,50,6.11,4-6h,≤25 ans,0.9299,6.37,8.56,6.24,6.585,2.073,1.72,0,0,0,1,0,1.9228,3.2189,3.9318,4.3567,17.52,169.44,604.45,34.1056,576,2500,1.0,False,False,False,False,False,False,False
9084,29,Female,Researcher,3.96,65,5.48,7.6,5.16,2,70,47,4.98,2-4h,26-35 ans,0.7226,19.77,11.87,5.043,5.07,3.607,2.52,0,1,1,0,0,1.6014,4.1897,3.8712,4.2627,7.92,335.4,532.0,15.6816,4225,2209,1.0,False,False,False,True,False,False,False
9085,26,Female,Student,1.09,27,6.75,7.73,4.53,2,43,136,4.69,< 2h,26-35 ans,0.1615,6.67,124.77,1.54,4.61,3.917,1.25,0,0,0,0,0,0.7372,3.3322,4.92,3.7842,2.18,122.31,332.39,1.1881,729,18496,1.0,False,False,False,False,False,True,False
9086,30,Male,Student,6.54,105,5.12,6.0,7.77,3,41,141,6.77,6-8h,26-35 ans,1.2773,34.18,21.56,8.29,7.27,-1.087,2.88,1,1,1,1,0,2.0202,4.6634,4.9558,3.7377,19.62,815.85,246.0,42.7716,11025,19881,0.0,False,False,False,False,False,True,False
9087,43,Male,Designer,8.68,88,4.18,2.98,10.0,4,27,252,8.71,> 8h,36-45 ans,2.0766,35.09,29.03,10.147,9.355,-6.57,3.82,1,1,1,1,1,2.2701,4.4886,5.5334,3.3322,34.72,880.0,80.46,75.3424,7744,63504,0.0,False,False,False,False,False,False,False
9088,55,Male,Freelancer,7.39,19,8.52,6.91,8.75,1,78,109,10.0,6-8h,46-55 ans,0.8674,3.72,14.75,7.707,9.375,-0.54,0.0,1,0,0,1,0,2.127,2.9957,4.7005,4.3694,7.39,166.25,538.98,54.6121,361,11881,0.0,False,True,False,False,False,False,False
9089,59,Male,Software Engineer,3.01,69,6.6,7.76,5.98,3,55,216,5.45,2-4h,>55 ans,0.4561,17.42,71.76,4.16,5.715,2.697,1.4,0,1,0,0,0,1.3888,4.2485,5.3799,4.0254,9.03,412.62,426.8,9.0601,4761,46656,0.0,False,False,False,False,True,False,False
9090,30,Female,Manager,8.37,36,8.57,4.59,10.0,2,49,96,10.0,> 8h,26-35 ans,0.9767,7.0,11.47,8.97,10.0,-4.593,0.0,1,1,0,1,0,2.2375,3.6109,4.5747,3.912,16.74,360.0,224.91,70.0569,1296,9216,1.0,False,False,True,False,False,False,False
9091,56,Male,Researcher,3.79,15,4.59,8.49,6.15,4,93,213,7.11,2-4h,>55 ans,0.8257,5.45,56.2,4.04,6.63,3.89,3.41,0,0,1,0,0,1.5665,2.7726,5.366,4.5433,15.16,92.25,789.57,14.3641,225,45369,0.0,False,False,False,True,False,False,False
9092,45,Male,Researcher,2.97,34,4.76,7.93,4.97,3,26,199,5.4,2-4h,36-45 ans,0.6239,11.9,67.0,3.537,5.185,3.393,3.24,0,1,1,0,1,1.3788,3.5553,5.2983,3.2958,8.91,168.98,206.18,8.8209,1156,39601,0.0,False,False,False,True,False,False,False
9093,36,Male,Software Engineer,9.65,54,5.13,4.24,10.0,1,2,87,9.38,> 8h,36-45 ans,1.8811,17.54,9.02,10.55,9.69,-5.727,2.87,1,1,1,1,1,2.3656,4.0073,4.4773,1.0986,9.65,540.0,8.48,93.1225,2916,7569,0.0,False,False,False,False,True,False,False
9094,41,Male,Software Engineer,1.15,99,6.29,7.05,3.34,4,73,274,4.0,< 2h,36-45 ans,0.1828,26.23,238.26,2.8,3.67,4.927,1.71,0,1,0,0,0,0.7655,4.6052,5.6168,4.3041,4.6,330.66,514.65,1.3225,9801,75076,0.0,False,False,False,False,True,False,False
9095,36,Female,Designer,2.51,64,8.4,7.71,4.0,0,101,146,5.24,2-4h,36-45 ans,0.2988,12.7,58.17,3.577,4.62,5.393,0.0,0,1,0,0,0,1.2556,4.1744,4.9904,4.625,0.0,256.0,778.71,6.3001,4096,21316,1.0,False,False,False,False,False,False,False
9096,30,Female,Researcher,5.2,77,7.25,4.45,8.86,0,80,265,8.28,4-6h,26-35 ans,0.7172,17.7,50.96,6.483,8.57,-3.077,0.75,0,1,0,1,0,1.8245,4.3567,5.5835,4.3944,0.0,682.22,356.0,27.04,5929,70225,1.0,False,False,False,True,False,False,False
9097,30,Female,Doctor,2.5,13,4.28,6.41,5.48,1,107,83,6.67,2-4h,26-35 ans,0.5841,5.06,33.2,2.717,6.075,2.713,3.72,0,0,1,0,0,1.2528,2.6391,4.4308,4.6821,2.5,71.24,685.87,6.25,169,6889,1.0,True,False,False,False,False,False,False
9098,45,Male,Researcher,2.5,23,6.04,8.89,3.3,3,60,295,3.95,2-4h,36-45 ans,0.4139,6.35,118.0,2.883,3.625,6.59,1.96,0,0,0,0,0,1.2528,3.1781,5.6904,4.1109,7.5,75.9,533.4,6.25,529,87025,0.0,False,False,False,True,False,False,False
9099,19,Female,Doctor,6.71,82,7.62,5.34,9.59,4,85,284,9.33,6-8h,≤25 ans,0.8806,17.94,42.32,8.077,9.46,-2.833,0.38,1,1,0,1,0,2.0425,4.4188,5.6525,4.4543,26.84,786.38,453.9,45.0241,6724,80656,1.0,True,False,False,False,False,False,False
9100,27,Male,Manager,8.37,37,5.61,4.91,10.0,2,16,122,9.67,> 8h,26-35 ans,1.492,10.99,14.58,8.987,9.835,-4.823,2.39,1,1,1,1,1,2.2375,3.6376,4.8122,2.8332,16.74,370.0,78.56,70.0569,1369,14884,0.0,False,False,True,False,False,False,False
9101,39,Male,Manager,6.95,107,6.46,5.14,10.0,1,56,82,10.0,6-8h,36-45 ans,1.0759,27.61,11.8,8.733,10.0,-3.927,1.54,1,1,0,1,0,2.0732,4.6821,4.4188,4.0431,6.95,1070.0,287.84,48.3025,11449,6724,0.0,False,False,True,False,False,False,False
9102,30,Female,Teacher,1.91,81,7.56,7.65,4.4,2,92,172,5.31,< 2h,26-35 ans,0.2526,17.86,90.05,3.26,4.855,4.783,0.44,0,1,0,0,0,1.0682,4.4067,5.1533,4.5326,3.82,356.4,703.8,3.6481,6561,29584,1.0,False,False,False,False,False,False,True
9103,26,Female,Teacher,9.06,8,8.82,5.86,10.0,0,44,141,9.45,> 8h,26-35 ans,1.0272,1.51,15.56,9.193,9.725,-3.407,0.0,1,0,0,1,0,2.3086,2.1972,4.9558,3.8067,0.0,80.0,257.84,82.0836,64,19881,1.0,False,False,False,False,False,False,True
9104,50,Male,Software Engineer,9.3,115,5.67,4.19,10.0,3,35,61,9.18,> 8h,46-55 ans,1.6402,33.8,6.56,11.217,9.59,-5.227,2.33,1,1,1,1,0,2.3321,4.7536,4.1271,3.5835,27.9,1150.0,146.65,86.49,13225,3721,0.0,False,False,False,False,True,False,False
9105,31,Male,Designer,3.53,118,7.72,4.24,7.63,1,29,150,6.13,2-4h,26-35 ans,0.4573,25.47,42.49,5.497,6.88,-2.907,0.28,0,1,0,1,1,1.5107,4.7791,5.0173,3.4012,3.53,900.34,122.96,12.4609,13924,22500,0.0,False,False,False,False,False,False,False
9106,37,Female,Manager,5.98,76,7.74,2.96,10.0,2,95,204,8.88,4-6h,36-45 ans,0.7726,16.37,34.11,7.247,9.44,-5.457,0.26,0,1,0,1,0,1.943,4.3438,5.323,4.5643,11.96,760.0,281.2,35.7604,5776,41616,1.0,False,False,True,False,False,False,False
9107,32,Female,Student,5.37,58,6.71,6.42,5.9,0,23,28,6.52,4-6h,26-35 ans,0.8003,14.41,5.21,6.337,6.21,0.903,1.29,0,1,0,0,1,1.8516,4.0775,3.3673,3.1781,0.0,342.2,147.66,28.8369,3364,784,1.0,False,False,False,False,False,True,False
9108,49,Male,Doctor,7.01,50,8.07,5.79,7.94,1,1,190,8.34,6-8h,46-55 ans,0.8686,10.33,27.1,7.843,8.14,-2.133,0.0,1,1,0,1,1,2.0807,3.9318,5.2523,0.6931,7.01,397.0,5.79,49.1401,2500,36100,0.0,True,False,False,False,False,False,False
9109,50,Female,Freelancer,9.8,108,6.68,3.17,10.0,2,101,105,9.43,> 8h,46-55 ans,1.4671,26.95,10.71,11.6,9.715,-5.147,1.32,1,1,0,1,0,2.3795,4.6913,4.6634,4.625,19.6,1080.0,320.17,96.04,11664,11025,1.0,False,True,False,False,False,False,False
9110,34,Female,Designer,9.88,50,7.12,3.37,10.0,3,47,164,10.0,> 8h,26-35 ans,1.3876,11.7,16.6,10.713,10.0,-5.847,0.88,1,1,0,1,0,2.3869,3.9318,5.1059,3.8712,29.64,500.0,158.39,97.6144,2500,26896,1.0,False,False,False,False,False,False,False
9111,41,Male,Researcher,5.58,18,8.19,5.97,8.05,1,6,197,5.83,4-6h,36-45 ans,0.6813,3.66,35.3,5.88,6.94,-1.98,0.0,0,0,0,1,1,1.884,2.9444,5.2883,1.9459,5.58,144.9,35.82,31.1364,324,38809,0.0,False,False,False,True,False,False,False
9112,47,Male,Manager,1.83,61,6.38,7.87,4.61,0,115,32,5.57,< 2h,46-55 ans,0.2868,15.94,17.49,2.847,5.09,5.177,1.62,0,1,0,0,0,1.0403,4.1271,3.4965,4.7536,0.0,281.21,905.05,3.3489,3721,1024,0.0,False,False,True,False,False,False,False
9113,30,Male,Teacher,4.01,116,6.39,5.58,7.78,1,75,232,9.39,4-6h,26-35 ans,0.6275,30.26,57.86,5.943,8.585,-0.95,1.61,0,1,0,1,0,1.6114,4.7622,5.451,4.3307,4.01,902.48,418.5,16.0801,13456,53824,0.0,False,False,False,False,False,False,True
9114,33,Female,Manager,4.72,9,6.96,8.25,3.66,1,62,119,4.44,4-6h,26-35 ans,0.6782,2.16,25.21,4.87,4.05,5.623,1.04,0,0,0,0,0,1.744,2.3026,4.7875,4.1431,4.72,32.94,511.5,22.2784,81,14161,1.0,False,False,True,False,False,False,False
9115,19,Male,Researcher,5.81,37,8.02,6.65,5.13,3,83,73,5.42,4-6h,≤25 ans,0.7244,7.69,12.56,6.427,5.275,2.903,0.0,0,1,0,0,0,1.9184,3.6376,4.3041,4.4308,17.43,189.81,551.95,33.7561,1369,5329,0.0,False,False,False,True,False,False,False
9116,34,Other,Doctor,9.64,2,4.64,5.1,9.71,1,53,227,10.0,> 8h,26-35 ans,2.0776,0.72,23.55,9.673,9.855,-3.727,3.36,1,0,1,1,0,2.3646,1.0986,5.4293,3.989,9.64,19.42,270.3,92.9296,4,51529,,True,False,False,False,False,False,False
9117,49,Female,Manager,3.36,47,7.86,8.54,2.97,0,67,38,1.0,2-4h,46-55 ans,0.4275,9.97,11.31,4.143,1.985,6.687,0.14,0,1,0,0,0,1.4725,3.8712,3.6636,4.2195,0.0,139.59,572.18,11.2896,2209,1444,1.0,False,False,True,False,False,False,False
9118,25,Male,Doctor,5.83,40,5.47,7.01,5.86,1,104,53,6.38,4-6h,≤25 ans,1.0658,12.19,9.09,6.497,6.12,2.883,2.53,0,1,1,0,0,1.9213,3.7136,3.989,4.654,5.83,234.4,729.04,33.9889,1600,2809,0.0,True,False,False,False,False,False,False
9119,20,Male,Researcher,3.62,16,4.36,8.02,4.53,4,104,289,3.59,2-4h,≤25 ans,0.8303,6.12,79.83,3.887,4.06,5.223,3.64,0,0,1,0,0,1.5304,2.8332,5.6699,4.654,14.48,72.48,834.08,13.1044,256,83521,0.0,False,False,False,True,False,False,False
9120,29,Female,Designer,9.28,86,7.96,2.97,10.0,2,105,98,10.0,> 8h,26-35 ans,1.1658,18.01,10.56,10.713,10.0,-5.28,0.04,1,1,0,1,0,2.3302,4.4659,4.5951,4.6634,18.56,860.0,311.85,86.1184,7396,9604,1.0,False,False,False,False,False,False,False
9121,37,Male,Manager,9.91,90,4.73,4.41,10.0,2,52,76,10.0,> 8h,36-45 ans,2.0951,31.71,7.67,11.41,10.0,-4.723,3.27,1,1,1,1,0,2.3897,4.5109,4.3438,3.9703,19.82,900.0,229.32,98.2081,8100,5776,0.0,False,False,True,False,False,False,False
9122,33,Female,Manager,8.84,72,5.07,4.97,10.0,4,114,131,10.0,> 8h,26-35 ans,1.7436,23.67,14.82,10.04,10.0,-3.13,2.93,1,1,1,1,0,2.2865,4.2905,4.8828,4.7449,35.36,720.0,566.58,78.1456,5184,17161,1.0,False,False,True,False,False,False,False
9123,31,Male,Teacher,4.05,68,7.53,6.4,5.21,1,65,29,4.64,4-6h,26-35 ans,0.5378,15.05,7.16,5.183,4.925,2.273,0.47,0,1,0,0,0,1.6194,4.2341,3.4012,4.1897,4.05,354.28,416.0,16.4025,4624,841,0.0,False,False,False,False,False,False,True
9124,33,Male,Designer,3.5,82,6.82,7.15,5.55,3,37,242,4.63,2-4h,26-35 ans,0.5132,20.04,69.14,4.867,5.09,2.217,1.18,0,1,0,0,0,1.5041,4.4188,5.4931,3.6376,10.5,455.1,264.55,12.25,6724,58564,0.0,False,False,False,False,False,False,False
9125,50,Female,Student,4.88,92,8.6,4.82,8.0,4,29,188,8.68,4-6h,46-55 ans,0.5674,17.83,38.52,6.413,8.34,-2.697,0.0,0,1,0,1,1,1.7716,4.5326,5.2417,3.4012,19.52,736.0,139.78,23.8144,8464,35344,1.0,False,False,False,False,False,True,False
9126,47,Male,Doctor,7.73,14,8.77,3.76,10.0,4,3,43,9.41,6-8h,46-55 ans,0.8814,2.66,5.56,7.963,9.705,-6.19,0.0,1,0,0,1,1,2.1668,2.7081,3.7842,1.3863,30.92,140.0,11.28,59.7529,196,1849,0.0,True,False,False,False,False,False,False
9127,29,Female,Freelancer,1.09,105,5.57,8.42,2.68,2,19,228,1.78,< 2h,26-35 ans,0.1957,31.42,209.17,2.84,2.23,6.057,2.43,0,1,1,0,1,0.7372,4.6634,5.4337,2.9957,2.18,281.4,159.98,1.1881,11025,51984,1.0,False,True,False,False,False,False,False
9128,32,Male,Freelancer,9.92,99,5.62,2.95,10.0,2,88,58,8.63,> 8h,26-35 ans,1.7651,29.36,5.85,11.57,9.315,-5.583,2.38,1,1,1,1,0,2.3906,4.6052,4.0775,4.4886,19.84,990.0,259.6,98.4064,9801,3364,0.0,False,True,False,False,False,False,False
9129,35,Female,Designer,8.95,55,5.05,3.54,10.0,2,57,111,10.0,> 8h,26-35 ans,1.7723,18.15,12.4,9.867,10.0,-5.51,2.95,1,1,1,1,0,2.2976,4.0254,4.7185,4.0604,17.9,550.0,201.78,80.1025,3025,12321,1.0,False,False,False,False,False,False,False
9130,45,Female,Freelancer,1.21,75,6.59,8.4,1.9,1,36,103,1.22,< 2h,36-45 ans,0.1836,18.97,85.12,2.46,1.56,7.1,1.41,0,1,0,0,0,0.793,4.3307,4.6444,3.6109,1.21,142.5,302.4,1.4641,5625,10609,1.0,False,True,False,False,False,False,False
9131,40,Female,Designer,4.44,77,5.89,5.81,7.41,2,93,116,8.22,4-6h,36-45 ans,0.7538,21.79,26.13,5.723,7.815,-0.05,2.11,0,1,1,1,0,1.6938,4.3567,4.7622,4.5433,8.88,570.57,540.33,19.7136,5929,13456,1.0,False,False,False,False,False,False,False
9132,31,Female,Freelancer,7.19,14,4.07,5.96,8.34,4,98,32,7.97,6-8h,26-35 ans,1.7666,5.73,4.45,7.423,8.155,-0.747,3.93,1,0,1,1,0,2.1029,2.7081,3.4965,4.5951,28.76,116.76,584.08,51.6961,196,1024,1.0,False,True,False,False,False,False,False
9133,47,Male,Student,3.17,114,5.97,4.29,6.55,0,73,210,6.12,2-4h,46-55 ans,0.531,31.83,66.25,5.07,6.335,-1.043,2.03,0,1,1,0,0,1.4279,4.7449,5.3519,4.3041,0.0,746.7,313.17,10.0489,12996,44100,0.0,False,False,False,False,False,True,False
9134,50,Male,Designer,2.29,94,4.31,7.21,4.86,3,12,270,6.1,2-4h,46-55 ans,0.5313,36.35,117.9,3.857,5.48,2.55,3.69,0,1,1,0,1,1.1909,4.5539,5.6021,2.5649,6.87,456.84,86.52,5.2441,8836,72900,0.0,False,False,False,False,False,False,False
9135,32,Male,Doctor,6.66,4,8.0,7.5,5.96,1,3,62,6.3,6-8h,26-35 ans,0.8325,0.83,9.31,6.727,6.13,1.59,0.0,1,0,0,0,1,2.036,1.6094,4.1431,1.3863,6.66,23.84,22.5,44.3556,16,3844,0.0,True,False,False,False,False,False,False
9136,24,Male,Researcher,9.13,43,8.64,4.25,10.0,1,21,136,10.0,> 8h,≤25 ans,1.0567,8.29,14.9,9.847,10.0,-5.4,0.0,1,1,0,1,1,2.3155,3.7842,4.92,3.091,9.13,430.0,89.25,83.3569,1849,18496,0.0,False,False,False,True,False,False,False
9137,32,Other,Freelancer,9.6,2,5.48,5.61,10.0,2,106,219,10.0,> 8h,26-35 ans,1.7518,0.61,22.81,9.633,10.0,-2.623,2.52,1,0,1,1,0,2.3609,1.0986,5.3936,4.6728,19.2,20.0,594.66,92.16,4,47961,,False,True,False,False,False,False,False
9138,59,Male,Researcher,1.09,46,7.25,9.56,1.9,1,74,72,2.67,< 2h,>55 ans,0.1503,10.57,66.06,1.857,2.285,8.893,0.75,0,1,0,0,0,0.7372,3.8501,4.2905,4.3175,1.09,87.4,707.44,1.1881,2116,5184,0.0,False,False,False,True,False,False,False
9139,55,Female,Software Engineer,8.87,29,4.44,5.31,10.0,0,36,29,9.54,> 8h,46-55 ans,1.9977,10.89,3.27,9.353,9.77,-4.09,3.56,1,0,1,1,0,2.2895,3.4012,3.4012,3.6109,0.0,290.0,191.16,78.6769,841,841,1.0,False,False,False,False,True,False,False
9140,28,Male,Software Engineer,6.05,110,5.82,5.77,8.83,4,13,297,8.52,6-8h,26-35 ans,1.0395,31.5,49.09,7.883,8.675,-2.843,2.18,1,1,1,1,1,1.953,4.7095,5.6971,2.6391,24.2,971.3,75.01,36.6025,12100,88209,0.0,False,False,False,False,True,False,False
9141,46,Female,Teacher,3.14,11,6.88,7.46,5.14,4,105,45,6.19,2-4h,46-55 ans,0.4564,2.66,14.33,3.323,5.665,4.07,1.12,0,0,0,0,0,1.4207,2.4849,3.8286,4.6634,12.56,56.54,783.3,9.8596,121,2025,1.0,False,False,False,False,False,False,True
9142,48,Female,Student,6.55,14,4.52,6.72,7.87,1,9,181,9.72,6-8h,46-55 ans,1.4491,5.16,27.63,6.783,8.795,-1.0,3.48,1,0,1,1,1,2.0215,2.7081,5.204,2.3026,6.55,110.18,60.48,42.9025,196,32761,1.0,False,False,False,False,False,True,False
9143,42,Male,Researcher,9.92,37,5.89,3.79,10.0,2,23,23,9.7,> 8h,36-45 ans,1.6842,10.47,2.32,10.537,9.85,-5.827,2.11,1,1,1,1,1,2.3906,3.6376,3.1781,3.1781,19.84,370.0,87.17,98.4064,1369,529,0.0,False,False,False,True,False,False,False
9144,41,Female,Teacher,3.49,27,8.78,7.31,3.5,1,30,252,5.58,2-4h,36-45 ans,0.3975,5.13,72.21,3.94,4.54,4.31,0.0,0,0,0,0,0,1.5019,3.3322,5.5334,3.434,3.49,94.5,219.3,12.1801,729,63504,1.0,False,False,False,False,False,False,True
9145,36,Male,Software Engineer,3.49,48,4.83,7.06,3.8,1,28,161,3.85,2-4h,36-45 ans,0.7226,16.56,46.13,4.29,3.825,3.727,3.17,0,1,1,0,1,1.5019,3.8918,5.0876,3.3673,3.49,182.4,197.68,12.1801,2304,25921,0.0,False,False,False,False,True,False,False
9146,19,Female,Student,7.29,86,7.1,6.02,7.57,3,56,265,7.5,6-8h,≤25 ans,1.0268,20.19,36.35,8.723,7.535,-0.617,0.9,1,1,0,1,0,2.115,4.4659,5.5835,4.0431,21.87,651.02,337.12,53.1441,7396,70225,1.0,False,False,False,False,False,True,False
9147,39,Female,Researcher,1.39,46,8.17,9.23,1.0,3,82,277,2.46,< 2h,36-45 ans,0.1701,9.38,199.28,2.157,1.73,9.597,0.0,0,1,0,0,0,0.8713,3.8501,5.6276,4.4188,4.17,46.0,756.86,1.9321,2116,76729,1.0,False,False,False,True,False,False,False
9148,37,Male,Designer,8.38,78,7.86,2.59,10.0,4,110,64,9.39,> 8h,36-45 ans,1.0662,16.54,7.64,9.68,9.695,-5.577,0.14,1,1,0,1,0,2.2386,4.3694,4.1744,4.7095,33.52,780.0,284.9,70.2244,6084,4096,0.0,False,False,False,False,False,False,False
9149,50,Female,Designer,6.87,74,7.86,6.42,9.11,2,101,69,10.0,6-8h,46-55 ans,0.874,15.69,10.04,8.103,9.555,-1.007,0.14,1,1,0,1,0,2.0631,4.3175,4.2485,4.625,13.74,674.14,648.42,47.1969,5476,4761,1.0,False,False,False,False,False,False,False
9150,25,Male,Doctor,8.57,93,4.3,5.56,9.76,4,58,279,10.0,> 8h,≤25 ans,1.993,36.05,32.56,10.12,9.88,-3.233,3.7,1,1,1,1,0,2.2586,4.5433,5.6348,4.0775,34.28,907.68,322.48,73.4449,8649,77841,0.0,True,False,False,False,False,False,False
9151,42,Female,Researcher,3.08,117,8.87,6.46,5.65,1,1,156,7.01,2-4h,36-45 ans,0.3472,21.98,50.65,5.03,6.33,0.827,0.0,0,1,0,0,1,1.4061,4.7707,5.0562,0.6931,3.08,661.05,6.46,9.4864,13689,24336,1.0,False,False,False,True,False,False,False
9152,26,Male,Manager,8.62,11,7.64,5.68,10.0,4,24,247,9.55,> 8h,26-35 ans,1.1283,2.4,28.65,8.803,9.775,-3.92,0.36,1,0,0,1,1,2.2638,2.4849,5.5134,3.2189,34.48,110.0,136.32,74.3044,121,61009,0.0,False,False,True,False,False,False,False
9153,51,Female,Software Engineer,5.04,53,8.77,7.17,4.88,3,21,143,5.35,4-6h,46-55 ans,0.5747,10.07,28.37,5.923,5.115,2.64,0.0,0,1,0,0,1,1.7984,3.989,4.9698,3.091,15.12,258.64,150.57,25.4016,2809,20449,1.0,False,False,False,False,True,False,False
9154,40,Female,Designer,2.19,82,8.9,9.15,1.0,0,1,100,2.25,2-4h,36-45 ans,0.2461,15.36,45.66,3.557,1.625,8.167,0.0,0,1,0,0,1,1.16,4.4188,4.6151,0.6931,0.0,82.0,9.15,4.7961,6724,10000,1.0,False,False,False,False,False,False,False
9155,22,Male,Student,9.11,31,5.79,3.75,10.0,0,7,137,10.0,> 8h,≤25 ans,1.5734,8.92,15.04,9.627,10.0,-6.133,2.21,1,1,1,1,1,2.3135,3.4657,4.9273,2.0794,0.0,310.0,26.25,82.9921,961,18769,0.0,False,False,False,False,False,True,False
9156,42,Male,Manager,7.35,1,6.72,6.39,8.98,1,115,126,9.41,6-8h,36-45 ans,1.0938,0.25,17.14,7.367,9.195,-0.673,1.28,1,0,0,1,0,2.1223,0.6931,4.8442,4.7536,7.35,8.98,734.85,54.0225,1,15876,0.0,False,False,True,False,False,False,False
9157,25,Female,Manager,2.51,15,7.65,7.91,4.07,1,40,294,2.96,2-4h,≤25 ans,0.3281,3.27,117.13,2.76,3.515,4.507,0.35,0,0,0,0,0,1.2556,2.7726,5.687,3.7136,2.51,61.05,316.4,6.3001,225,86436,1.0,False,False,True,False,False,False,False
9158,33,Male,Designer,3.22,10,8.25,9.66,2.78,1,102,41,2.35,2-4h,26-35 ans,0.3903,2.02,12.73,3.387,2.565,8.58,0.0,0,0,0,0,0,1.4398,2.3979,3.7377,4.6347,3.22,27.8,985.32,10.3684,100,1681,0.0,False,False,False,False,False,False,False
9159,32,Female,Teacher,3.42,94,8.85,7.17,3.68,4,65,118,2.46,2-4h,26-35 ans,0.3864,17.7,34.5,4.987,3.07,4.573,0.0,0,1,0,0,0,1.4861,4.5539,4.7791,4.1897,13.68,345.92,466.05,11.6964,8836,13924,1.0,False,False,False,False,False,False,True
9160,18,Female,Teacher,9.67,96,8.87,2.73,10.0,4,99,172,10.0,> 8h,≤25 ans,1.0902,18.04,17.79,11.27,10.0,-5.62,0.0,1,1,0,1,0,2.3674,4.5747,5.1533,4.6052,38.68,960.0,270.27,93.5089,9216,29584,1.0,False,False,False,False,False,False,True
9161,39,Female,Teacher,8.98,54,5.64,5.51,10.0,3,8,103,10.0,> 8h,36-45 ans,1.5922,15.96,11.47,9.88,10.0,-4.357,2.36,1,1,1,1,1,2.3006,4.0073,4.6444,2.1972,26.94,540.0,44.08,80.6404,2916,10609,1.0,False,False,False,False,False,False,True
9162,20,Male,Researcher,4.12,35,7.4,7.16,6.43,4,52,72,9.29,4-6h,≤25 ans,0.5568,7.88,17.48,4.703,7.86,1.597,0.6,0,1,0,0,0,1.6332,3.5835,4.2905,3.9703,16.48,225.05,372.32,16.9744,1225,5184,0.0,False,False,False,True,False,False,False
9163,55,Male,Manager,5.2,29,4.73,7.68,3.88,3,27,44,1.74,4-6h,46-55 ans,1.0994,10.22,8.46,5.683,2.81,4.25,3.27,0,0,1,0,1,1.8245,3.4012,3.8067,3.3322,15.6,112.52,207.36,27.04,841,1936,0.0,False,False,True,False,False,False,False
9164,31,Male,Teacher,3.57,101,8.05,4.09,9.21,0,6,162,9.25,2-4h,26-35 ans,0.4435,20.91,45.38,5.253,9.23,-5.02,0.0,0,1,0,1,1,1.5195,4.625,5.0938,1.9459,0.0,930.21,24.54,12.7449,10201,26244,0.0,False,False,False,False,False,False,True
9165,53,Male,Teacher,7.68,67,4.8,5.24,9.6,4,62,215,9.41,6-8h,46-55 ans,1.6,23.26,27.99,8.797,9.505,-3.327,3.2,1,1,1,1,0,2.161,4.2195,5.3753,4.1431,30.72,643.2,324.88,58.9824,4489,46225,0.0,False,False,False,False,False,False,True
9166,35,Male,Manager,2.45,55,8.45,7.23,4.23,3,77,44,2.22,2-4h,26-35 ans,0.2899,10.85,17.96,3.367,3.225,4.283,0.0,0,1,0,0,0,1.2384,4.0254,3.8067,4.3567,7.35,232.65,556.71,6.0025,3025,1936,0.0,False,False,True,False,False,False,False
9167,58,Female,Doctor,4.05,59,8.9,9.35,3.18,1,109,232,2.73,4-6h,>55 ans,0.4551,11.05,57.28,5.033,2.955,7.987,0.0,0,1,0,0,0,1.6194,4.0943,5.451,4.7005,4.05,187.62,1019.15,16.4025,3481,53824,1.0,True,False,False,False,False,False,False
